RUN_NAME,模型,缺失模式,缺失率,参数量,超参数范围,最优超参数,epochs,batch size,window size,train 范围,train rmse,val 范围,val rmse,test 范围,test rmse,训练耗时,推理耗时,额外测试范围,额外测试 rmse,额外推理耗时
xlx,saits,seq,0.5000,116886.0000,"{'n_layers': [2, 4], 'd_model': [32, 64], 'n_heads': [2, 4], 'd_ffn': [64, 128]}","{""n_layers"": 4, ""d_model"": 64, ""n_heads"": 2, ""d_ffn"": 64}",5,64,144,2023-01-01 to 2023-01-31,3.6894,2023-02-01 to 2023-02-28,3.1732,2023-03-01 to 2023-03-31,3.7368,43.7400,4.0429,,,
xlx,grud,seq,0.5000,25539.0000,"{'rnn_hidden_size': [32, 64]}","{""rnn_hidden_size"": 64}",5,64,144,2023-01-01 to 2023-01-31,3.8584,2023-02-01 to 2023-02-28,3.3444,2023-03-01 to 2023-03-31,3.9160,60.3384,7.0277,,,
xlx,vcaan,seq,0.7000,0.0000,,,5,64,144,2023-01-01 to 2023-01-31,3.9374,2023-02-01 to 2023-02-28,3.4283,2023-03-01 to 2023-03-31,3.9953,5.3023,10.1164,,,
xlx,mice,seq,0.7000,0.0000,,"{""knn_neighbors"": 5, ""mice_max_iter"": 8, ""mice_tol"": 0.001}",5,64,144,2023-01-01 to 2023-01-31,3.9576,2023-02-01 to 2023-02-28,3.4413,2023-03-01 to 2023-03-31,4.0106,4.2464,0.9139,,,
xlx,saits,seq,0.7000,116886.0000,"{'n_layers': [2, 4], 'd_model': [32, 64], 'n_heads': [2, 4], 'd_ffn': [64, 128]}","{""n_layers"": 4, ""d_model"": 64, ""n_heads"": 4, ""d_ffn"": 128}",5,64,144,2023-01-01 to 2023-01-31,4.1060,2023-02-01 to 2023-02-28,3.5989,2023-03-01 to 2023-03-31,4.1659,38.6990,4.0344,,,
xlx,grud,seq,0.7000,25539.0000,"{'rnn_hidden_size': [32, 64]}","{""rnn_hidden_size"": 32}",5,64,144,2023-01-01 to 2023-01-31,4.1191,2023-02-01 to 2023-02-28,3.6120,2023-03-01 to 2023-03-31,4.1800,53.8682,7.0771,,,
xlx,vcaan,scm,0.1000,0.0000,,,5,64,144,2023-01-01 to 2023-01-31,3.4808,2023-02-01 to 2023-02-28,3.0098,2023-03-01 to 2023-03-31,3.5634,5.1893,9.4862,,,
xlx,mice,scm,0.1000,0.0000,,"{""knn_neighbors"": 5, ""mice_max_iter"": 8, ""mice_tol"": 0.001}",5,64,144,2023-01-01 to 2023-01-31,3.5912,2023-02-01 to 2023-02-28,3.0973,2023-03-01 to 2023-03-31,3.6761,3.9795,0.9225,,,
xlx,saits,scm,0.1000,116886.0000,"{'n_layers': [2, 4], 'd_model': [32, 64], 'n_heads': [2, 4], 'd_ffn': [64, 128]}","{""n_layers"": 2, ""d_model"": 64, ""n_heads"": 4, ""d_ffn"": 128}",5,64,144,2023-01-01 to 2023-01-31,3.4138,2023-02-01 to 2023-02-28,2.9567,2023-03-01 to 2023-03-31,3.5087,47.6325,3.9855,,,
xlx,grud,scm,0.1000,25539.0000,"{'rnn_hidden_size': [32, 64]}","{""rnn_hidden_size"": 32}",5,64,144,2023-01-01 to 2023-01-31,3.4243,2023-02-01 to 2023-02-28,2.9618,2023-03-01 to 2023-03-31,3.5132,50.7541,7.0396,,,
xlx,vcaan,scm,0.3000,0.0000,,,5,64,144,2023-01-01 to 2023-01-31,3.6619,2023-02-01 to 2023-02-28,3.1954,2023-03-01 to 2023-03-31,3.7708,5.2321,9.7997,,,
xlx,mice,scm,0.3000,0.0000,,"{""knn_neighbors"": 5, ""mice_max_iter"": 8, ""mice_tol"": 0.001}",5,64,144,2023-01-01 to 2023-01-31,3.7649,2023-02-01 to 2023-02-28,3.2359,2023-03-01 to 2023-03-31,3.8456,4.2497,0.9171,,,
xlx,saits,scm,0.3000,116886.0000,"{'n_layers': [2, 4], 'd_model': [32, 64], 'n_heads': [2, 4], 'd_ffn': [64, 128]}","{""n_layers"": 4, ""d_model"": 32, ""n_heads"": 4, ""d_ffn"": 128}",5,64,144,2023-01-01 to 2023-01-31,3.5159,2023-02-01 to 2023-02-28,3.0145,2023-03-01 to 2023-03-31,3.5978,46.5922,3.8753,,,
xlx,grud,scm,0.3000,25539.0000,"{'rnn_hidden_size': [32, 64]}","{""rnn_hidden_size"": 64}",5,64,144,2023-01-01 to 2023-01-31,3.5401,2023-02-01 to 2023-02-28,3.0378,2023-03-01 to 2023-03-31,3.6226,43.4790,7.0208,,,
xlx,vcaan,scm,0.5000,0.0000,,,5,64,144,2023-01-01 to 2023-01-31,3.8302,2023-02-01 to 2023-02-28,3.3417,2023-03-01 to 2023-03-31,3.8666,5.3234,10.0112,,,
xlx,mice,scm,0.5000,0.0000,,"{""knn_neighbors"": 5, ""mice_max_iter"": 8, ""mice_tol"": 0.001}",5,64,144,2023-01-01 to 2023-01-31,3.8739,2023-02-01 to 2023-02-28,3.3530,2023-03-01 to 2023-03-31,3.9218,4.1690,0.9196,,,
xlx,saits,scm,0.5000,116886.0000,"{'n_layers': [2, 4], 'd_model': [32, 64], 'n_heads': [2, 4], 'd_ffn': [64, 128]}","{""n_layers"": 4, ""d_model"": 32, ""n_heads"": 2, ""d_ffn"": 64}",5,64,144,2023-01-01 to 2023-01-31,3.5590,2023-02-01 to 2023-02-28,3.0676,2023-03-01 to 2023-03-31,3.6024,70.3712,3.8833,,,
xlx,grud,scm,0.5000,25539.0000,"{'rnn_hidden_size': [32, 64]}","{""rnn_hidden_size"": 64}",5,64,144,2023-01-01 to 2023-01-31,3.8062,2023-02-01 to 2023-02-28,3.3129,2023-03-01 to 2023-03-31,3.8630,43.4467,7.0190,,,
xlx,vcaan,scm,0.7000,0.0000,,,5,64,144,2023-01-01 to 2023-01-31,3.8692,2023-02-01 to 2023-02-28,3.4218,2023-03-01 to 2023-03-31,3.9775,5.3926,9.9602,,,
xlx,mice,scm,0.7000,0.0000,,"{""knn_neighbors"": 5, ""mice_max_iter"": 8, ""mice_tol"": 0.001}",5,64,144,2023-01-01 to 2023-01-31,3.9464,2023-02-01 to 2023-02-28,3.4494,2023-03-01 to 2023-03-31,4.0066,4.2399,0.9146,,,
xlx,saits,scm,0.7000,116886.0000,"{'n_layers': [2, 4], 'd_model': [32, 64], 'n_heads': [2, 4], 'd_ffn': [64, 128]}","{""n_layers"": 2, ""d_model"": 64, ""n_heads"": 2, ""d_ffn"": 128}",5,64,144,2023-01-01 to 2023-01-31,4.0929,2023-02-01 to 2023-02-28,3.6073,2023-03-01 to 2023-03-31,4.1626,56.4694,4.0284,,,
xlx,grud,scm,0.7000,25539.0000,"{'rnn_hidden_size': [32, 64]}","{""rnn_hidden_size"": 32}",5,64,144,2023-01-01 to 2023-01-31,4.1155,2023-02-01 to 2023-02-28,3.6300,2023-03-01 to 2023-03-31,4.1862,46.1728,7.0062,,,
